time,device_id,login,channel,country,player,game
2015-01-01 20:48:44,14f885d8b83652fd4a9e22a697dc14f14a977e91,5c6651a67850dd39860e67b470d9255363609f3f,frank,US,iphone_t,League of Legends
2015-01-01 19:52:45,0f00e6c548c747d7419ad11329afec3a9a573eee,baf858d54647f727de52056a39a8d93bf7b8a6ae,george,US,,DayZ
2015-01-01 17:14:03,2f304141d842bd548eddcabcba277c57bec17ff6,83b6376af250de7d70b8fbe36ce67369b9355081,frank,GB,,League of Legends
2015-01-01 12:55:41,d869194712cb7cf8e7375556db94a20be4ac93cf,7af043ff6568b60709a5701dff65f2096473bf10,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 12:37:36,3d35af78e804faea431228ea5dee5c2c271734fc,5b03cc9a3164442e1cdcd4bb3a4f43a8ab2f7065,estelle,,android,Dota 2
2015-01-01 12:33:07,40da5f9355f195e18a5afb507c194422ca20f74e,7b4512050e63d11927ecaceee15666f621998691,kramer,GB,,Counter-Strike: Global Offensive
2015-01-01 13:40:49,80f37035d9c96f1f5ddd577c6eb5c86b12106316,93061ddc69f610be27cf4cdf462ca25de7451b48,morty,NL,,Heroes of the Storm
2015-01-01 22:40:26,270489cf2001b20f25dc3976ecaae0540723890d,4b9c95d0a235bdf10bb804d9242ecec5172367c8,george,CA,,DayZ
2015-01-01 17:35:34,1a2a12f5c925ef1e50b57a1042f7fcd1da85cd74,44c678cd9c24854ac342e463119c1894a90d07a2,frank,PH,,League of Legends
2015-01-01 18:32:01,33bb1f14112f767b64047a2666ce0278324f514d,a017c9fb0e3a9aa374b7852d410784316da6b62f,frank,US,,League of Legends
2015-01-01 15:09:17,98dbb0a8fc44180936b4505ffbbba890f1a98c66,0e19f9cf5040f464b78f544528f9956447279880,kramer,US,,Agar.io
2015-01-01 21:22:02,5aa582c56567b5cd44d0341ccbbc4da924aebcc8,10950a3ba2af69d725db435e7e70cbe662720812,george,US,android,DayZ
2015-01-01 13:36:09,cff802a5769bc63d29f05f0e122732266b8c53e1,e49091ebf3910522cc6dc409bcb50258e85dc3e3,estelle,US,,Dota 2
2015-01-01 00:18:41,edda30e87081ee7d02b6dfd1ef162cb836957db1,a14d2ede40288d9b61b2748b64387031ac195320,frank,IL,,League of Legends
2015-01-01 15:54:01,106ad9bd9d299e5135a6ec6683fc10b5c14aa3c3,495ba1db8af16278e35bce2377114e615acfe31f,frank,DK,,League of Legends
2015-01-01 12:47:05,88df61cf5adf0a7e846d0253c29603c4acd93274,e3a59c491678b976432505771f90ac9b403a1bc1,estelle,US,iphone_t,Dota 2
2015-01-01 21:49:13,43c38b12764b1b674e294e288ac131329ef307c7,035f9f3b91a977d594465ce94097cc7eb470dada,frank,US,,League of Legends
2015-01-01 16:14:52,18b1b941ac231e65a3859de217e0e66688e334b1,4e3c0e7ca021b7d9a5804059187d0cf8b6d7814a,frank,NL,,League of Legends
2015-01-01 11:17:23,85c1ff6a90ba6e5986ff69efced47ed68242f77c,27be83ba410403a80ba0b6069e24a32046de4248,estelle,DE,android,Dota 2
2015-01-01 21:47:29,ae2baaeb61f1060a2a13eb0c8df590cb7c1de463,95d1766ebabda187a16a6df227a68255001041f1,george,,ipad_t,DayZ
2015-01-01 22:52:45,a3509083ee5af9305db54f8c39611947335b8068,7318468c6bbefd7db4795c0b3d30ad0cf60cb3b2,george,US,ipad_t,DayZ
2015-01-01 11:38:46,c33170b09795d854a2560b94cdd19a48867fb753,0652fea60a8757c3bb776825c516fe7002b7b2d4,helen,GB,ipad_t,
2015-01-01 19:16:44,0d9c0d4b36a6b5788ca746800523c4ecfda87819,eafc4445217f592a793322c10cfdf0b4bc75926d,jerry,US,,Dota 2
2015-01-01 03:38:33,ca3de5561ebc5ed88350007da03fee0f9a5c875e,b7a912ffc51fdd34b6061088d9914b24b1be60b6,frank,SE,,League of Legends
2015-01-01 08:22:22,8707f70e25fc9f6f92be6f6a88854c51c6c324f6,d3f00a6d2c3efd47ab6c5b450b1522885d036220,elaine,TW,,Gaming Talk Shows
2015-01-01 19:23:18,697f7e55c9e6707c236b5197757835e81bb71003,e9aaddba35860c2c4593a64bed7164f043ea39ea,newman,US,iphone_t,The Binding of Isaac: Rebirth
2015-01-01 17:30:25,3a397490e788471e780bb2640162a2aabeb42338,2dae5bf58d500a3b5a0df9dd880278541dbee892,frank,ES,,League of Legends
2015-01-01 11:40:12,14e8fd5d67499b82061e1d4e1efd1c7b3e8e4b7f,2db6d5c02d18e387ffae05da5e8291a2aca367c1,estelle,PE,,Dota 2
2015-01-01 15:59:46,4b210885e92dee3cfc7505a69bf482f2f13fadd3,a2af8075366160fec640dd44b13cc5d9d932e657,newman,DE,,SpeedRunners
2015-01-01 13:09:01,dc8c5083488a2d8535406c78f350408447f32dbe,2f2e36de638cadd44d47e526ae8bc431d2092df1,estelle,BA,,Dota 2
2015-01-01 02:04:50,1afe11ea8bb4c9e7bbd703a35280322ed5cf5865,f09e051b6e1fc068a8e3608b69614bcc7f889aee,elaine,TW,,Gaming Talk Shows
2015-01-01 03:01:20,5d9e0fa020a533bd60479e14dfcef6ce97f644f7,295fdfaa833ba36dee941258b198e8575106b56a,frank,US,,League of Legends
2015-01-01 17:35:36,30109578c329320d4047ec7379e4d3ee8f3414b2,58ccafa0e7d305507c29f9c9823289e154b02411,frank,GR,android,League of Legends
2015-01-01 22:54:17,aba3302a7ee01a5bbc75c01e99384c88330f16f9,50173f0055b566d854d483f9bbef770be2894c3e,george,,android,
2015-01-01 11:47:25,0b1f4bcb1441c2a6ffcf5c3b64c14b0030040038,2d221a7c0ffb2c8e6387829c5b6e420894442630,estelle,,,Dota 2
2015-01-01 17:20:40,c0ded1e3cc63cc8ac28ecc0c872eff062bc56f75,5ab318baffe6f6cc9d9116891a70d71701a05ecb,frank,,,League of Legends
2015-01-01 19:54:18,6fbdda3812c9bdecb5f0cdd1540606afc52b93a1,15ad81e361a88b80a02dee0c651b2c090e854e98,george,US,iphone_t,DayZ
2015-01-01 15:19:58,e72302ea4fa5dfe1f0502e54a6831ea30cfd7e2f,ee67dff7a033b55e1b285e6cd9701aaeb35be179,newman,US,,The Binding of Isaac: Rebirth
2015-01-01 22:14:02,fc5b0f45252e948315b4c56275cf6ecebf6448eb,05afdb21b6fb8e8721e997129e444c01aa36e07f,frank,US,,League of Legends
2015-01-01 04:12:04,e4c0dcf52ec9cedc13d8b5ef2341528053b6938c,7a5d96aa43b0eb8acfbb609e2e2776b4c33f3cf8,frank,US,,League of Legends
2015-01-01 13:55:45,7c882a50170084e7f6bc3fe2de9eb008b372e076,466aeea33391e75422e368e5f595948aa8430d53,estelle,US,,Dota 2
2015-01-01 15:13:11,af67d709bfca568e44330bb7aff70fd2f91fc23e,1de6d023745f729626737ce976306b06d0a360f8,morty,US,,Heroes of the Storm
2015-01-01 23:01:05,fc9858266322b39e726f66e88befbbe41b5d255e,84475c8a88676b780ec458ea71f8021adcd29b04,george,AE,ipad_t,DayZ
2015-01-01 03:21:02,4b2a2925dd8f38d54b2bc223577b0ab6a4361183,e54ac620bc471e147977609d34b15ede1655fd06,frank,US,,League of Legends
2015-01-01 18:15:01,035d0060be828d7ed987fd84a721b4fdf28f4e5b,a14c4f417d56a1c80a7fce21b3c9d9b270c81c31,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 18:27:06,f63408135d884852b11fc442ff7bd93323072fc9,11dfd88c6137b792ff15a059ac227dabc9e27136,frank,US,,League of Legends
2015-01-01 08:15:37,b566d87e338794753c1370e41e055f205e827b75,48f09a05cd890cd960130854f918db08949d4457,elaine,TW,,Gaming Talk Shows
2015-01-01 15:16:15,2ffb292618527f19019126c62efa8d9cf8aa4d63,e0885b4abfb3a7365feb8dac4dba77c1cf19e744,kramer,US,iphone_t,Agar.io
2015-01-01 11:05:12,372178d72b507dfec61c41d7f2af113d585ec06a,69de93276c130b00f9b8fbaa5bac03e621f055a6,estelle,PH,,Dota 2
2015-01-01 23:52:04,538081f0ebc63816b4765ec0ab86612509fc9989,e3b6414b95c959eaa6ea5ae76afff60431ac7c6f,george,US,,DayZ
2015-01-01 14:01:51,50b80cb6292a272d499b948048933833680c466b,ab667ff139100a4067e5df52bb6fc68cfe841c82,morty,US,iphone_t,Heroes of the Storm
2015-01-01 02:03:26,1a6555591df1a8c033c777c746a6ea1491a1d643,ebdb26c1a369e30e78061aeb77e7382a098e502d,elaine,TW,,Gaming Talk Shows
2015-01-01 19:05:49,a16a8b40254ce83fe21a7d556cfe342b901b92b6,12aa6acead9192edae4d4e066f577ceb4594d95d,newman,US,android,The Binding of Isaac: Rebirth
2015-01-01 22:44:46,74fc1ad4cab5de6e1b7aa42f56b9e7b6a72ee1da,9b78b5357da4dc6c857859b02411618454428873,frank,CA,,League of Legends
2015-01-01 18:30:23,7981c78f2c357e38f031a3b63a358513424f282b,969a34193743ed941c2f4f1de5952512135941a2,morty,SE,iphone_t,Heroes of the Storm
2015-01-01 12:23:29,058fbca0bebda729e315438e42a7643edcc3c88e,2773372d0aee6f863675f66c239a9969342b368a,estelle,BR,,Dota 2
2015-01-01 11:48:55,8d27640329ed2f08620cf4be22479618ec41910a,244ccf8ae3f79008f052b4dfcd98a739b132957d,estelle,DE,,Dota 2
2015-01-01 15:55:26,141af71a65ae2648624a97d80e88d78f6a31219b,d1e772fa44c7af804b974b8bb95ef5939af795fa,frank,RS,,League of Legends
2015-01-01 01:35:29,a27071fc4e4ada432c72017299193a20fc798e9f,2227544c1ebb2635017dc32183e79225f3d17f72,frank,GB,iphone_t,League of Legends
2015-01-01 13:38:35,f79264a3d7864973e7278825715fe2f639046400,a9db04861a4f0f358e43627278d53588b2a464e1,kramer,SE,,Counter-Strike: Global Offensive
2015-01-01 16:54:13,082b300bb36e731f562064b825713c1df02ef9d0,a5bc8df3a0714ba76772d8cd3192916dcc68afae,frank,US,,League of Legends
2015-01-01 16:41:44,84abd7b68ab486a27a1d95161fb570e527c9a0d6,42d9cbab382a1d4a0aa78f9062a0b84299ba048c,morty,HR,,Heroes of the Storm
2015-01-01 16:20:48,3ffc95f6c5166380495a5a550ee6d73799d334b2,f046af29d1db60d10aece8789e7c9d4ffa0aad04,frank,US,,League of Legends
2015-01-01 12:02:38,b2870c6551dde36ff5e91aeab9575d44caed68c0,7ce1cca64cdf0fc858422f3fc5230dc35a986d3c,elaine,TW,,Gaming Talk Shows
2015-01-01 03:15:02,1dc5f2bd51120e56186b454505df2962120add8a,4fcc673ec03bc30c99200cbdf9ab63c348bb4f40,susan,UA,,World of Tanks
2015-01-01 19:49:03,cd3f7c432a00cbe4f13ee26c6c1ada78060dd8e0,6fa4ce9c66196e7ffb96060e53bc24b26018f0ca,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 07:43:20,d34d5a12010e58c366fc889398f25412b721bf2c,ce8aadb1aeb280bac87907f9332caeb29ed8b63b,elaine,TW,,Gaming Talk Shows
2015-01-01 21:00:56,082ed1d3fd54a0e21fac4cf79aa32275b15f119d,346d210b5e1023426792b504ae9d46679ff07df5,george,US,,DayZ
2015-01-01 15:51:52,3d5a0bcef0caf9ded4353a54182277cd898126e3,658a8a1b425085288cab217a9d4086dbc0065cca,kramer,US,iphone_t,Counter-Strike: Global Offensive
2015-01-01 03:40:57,f76f42f814dce4de53466e218d6454e2da598c50,46e5734a512ca413de057cf2ca22e9e4e8313844,frank,GB,ipad_t,League of Legends
2015-01-01 10:23:04,75e0d6b2d0aea838f1f204d008c246c588a9f4a7,c26bbd6d584db08f855c2a8802243590cefe7942,susan,RU,,World of Tanks
2015-01-01 05:37:55,9d8ea594bae8337f5412dd17a63294b4a7e4f253,cdfe7b78b60b38e371ce343a58d25164d8b5b6c5,susan,BY,,World of Tanks
2015-01-01 21:41:12,43c38b12764b1b674e294e288ac131329ef307c7,035f9f3b91a977d594465ce94097cc7eb470dada,frank,US,,League of Legends
2015-01-01 02:21:45,12f7f0eb9d5ab4685a77c109f91a8fcbcb8b7dc7,5ba7497034afe237ba717c77dc68e39bf1bc23ff,elaine,TW,,Gaming Talk Shows
2015-01-01 22:25:34,2a2bc87cf885a6847d3cbb44aefac23ddeb81dea,1b1453e85a20be15a7d07609ed6f455377b044c7,george,,android,
2015-01-01 08:22:35,8a3d9fb3fb883620d3eaa231882f88db12e3c399,c2cee99a3d0520387099150cd8157e08f4527771,elaine,TW,android,Gaming Talk Shows
2015-01-01 13:35:50,dcffedc3f5a46a895d70d70d5c9c9abfdcb7c33d,8464a5359d8df9d6636355b391b8748d856bc61b,elaine,TW,,Gaming Talk Shows
2015-01-01 13:19:33,e1f2def3a3104354406ec09916e721e7963f08c0,629f9486812d13497613f4e44f0a598087cc8bda,estelle,SE,ipad_t,Dota 2
2015-01-01 04:44:57,d4d4af68122fda9e3e16be32996e244841a82751,294c13e579cedd5a08ba627b5e6ae69c50c171d3,frank,AT,,League of Legends
2015-01-01 13:36:03,659c1cb11b49c896e750c001f03918fb4fff9f10,db0498d59473c1f0fa65430c94c8586056e15af4,estelle,BR,,Dota 2
2015-01-01 10:52:12,355dc96cb1417125364d2a1b5e3ba23b560a4c3d,ae0b15da27f1116e2b3cb78116b7b04bf28f4228,elaine,TW,,Gaming Talk Shows
2015-01-01 19:11:08,e550f2ffddb361aa32f8e5bfb20436e349131731,ecd2ef87e5c8123322485d16cb7884a7b4318076,helen,,,Hearthstone: Heroes of Warcraft
2015-01-01 15:21:16,5fa6729caaa39510cb945e48154c2a569e53b580,4dc0e2ee92c8bea9bfa16f058206e12d619e5f2f,kramer,SE,ipad_t,Agar.io
2015-01-01 17:24:34,1c19d0b5e6a242c334a5d44811783c4b77cf6e78,35fd5dbc213551331de1372ed6400c868869fad0,jerry,RU,,Dota 2
2015-01-01 03:24:08,242207540b1d20265db6186123a4ca9c334aedf3,94db73b8589f4861b56a583b6a4471e0f6054de8,frank,PR,,League of Legends
2015-01-01 23:13:10,b84c0cb3131bdadf55933c5f38ee17836d296665,1c054e6e06d73d641865a3dfbd5bbb746c1612c7,frank,US,android,League of Legends
2015-01-01 23:34:15,25121bc1640eb5ad400186ca96161b0b1e2667c7,c284ce90d79c97d732f5655930df6c1455cc9b77,george,CA,,DayZ
2015-01-01 18:56:02,355b20796932fc377c15bce4175e64cc2c81c044,402cbc9af305254a7c64a485dbeebf1da6fdaff3,helen,,ipad_t,Hearthstone: Heroes of Warcraft
2015-01-01 13:00:55,d82ca90af2b27b592991ee6e1857bba7bd3831d3,42f1f503de03d1dfb7e197ac3e14e0ee2b16adcd,estelle,TR,,Dota 2
2015-01-01 15:05:20,e9127d4324e001795a9eba7304ef3ade986b07cd,00feb22ae6b87b3469184ba8171a503dce675f98,morty,GB,android,Heroes of the Storm
2015-01-01 03:20:31,6e9c34d551f9d933439d0d95b2708e62de802d04,0f1a0b5d145c040fe225a32b206d93297c4724c9,frank,PT,,League of Legends
2015-01-01 12:11:25,c1af241c2268658f430dbc3b82cadbc61f8d1472,ad8c4460c736524c6b7548c2b163d1f7d89f6364,kramer,RU,ipad_t,Counter-Strike: Global Offensive
2015-01-01 18:33:40,866f61a9e38173d13ea070b3eb89b6cd6665d894,0959737a1578e63de89c32679a8d38ed9ebee8bf,newman,ES,android,The Binding of Isaac: Rebirth
2015-01-01 21:19:45,8df76cf238aab1ce1069c9f4f49c6373550532ea,32505a967b85f23e1bb0c72e630967415220e90f,frank,US,,League of Legends
2015-01-01 12:35:21,ddb927c178d191900feb61a23ddb241d49bf2ee7,412440f864265fb1f1978c24945f7da67b63a7df,kramer,NL,,Counter-Strike: Global Offensive
2015-01-01 09:38:12,990631c4f034097f89f49ab9cdd2012ec9642c89,14e24f58cebb82e0f2f94433305a53a76de9b17e,elaine,TW,,Gaming Talk Shows
2015-01-01 09:38:13,e95678cd43adbbadfcb69aa0838e41aefd04f370,0e938e0608b4c01c85357bbf50e6e75edcf9399c,elaine,TW,,Gaming Talk Shows
2015-01-01 05:51:55,359ba59668db053bd03d24b4e8114efdffcb70b0,5594afe57942ac50396ebdc5be189dfb7f68eaa1,elaine,HK,,Gaming Talk Shows
2015-01-01 18:39:55,a82d735aac18ca4a768c50704628fb72dbd034e6,39fa8cbda801ceb0f566bcb8d6de44b75a2e97fb,morty,SG,,Heroes of the Storm
2015-01-01 13:08:29,38b6bcc3b08e4ead4014242402553a576faff609,a036d507fa0aa5f92bf8a688285b030b1b397456,susan,KZ,,World of Tanks
2015-01-01 11:58:53,7ffb80ca40da417ba917c226cf2f666f83124070,98cf732c06495f7017707e8a137ddb87ad93151f,estelle,RO,,Dota 2
2015-01-01 14:43:42,167d6a4febf6c20f2547e02dd16e69ba92892ee2,a7f59ac4396d36b33c6c216c3a56713e66d358ae,newman,US,,The Binding of Isaac: Rebirth
2015-01-01 04:12:06,6eefee25e61231f32606092bf37dff0aee28d6ac,ff30677dc3d94ea38bc2ce7e3a0d84c31a102cd5,frank,PH,,League of Legends
2015-01-01 13:55:46,b86b9ae5a4c104b1517682acb25a1a7af1e01ff6,aa9a3f85e67ada4a17bfaeaa2a99e440dd10e2f0,helen,CA,iphone_t,Hearthstone: Heroes of Warcraft
2015-01-01 16:47:00,784434e3ca3ece2261aece713167065fc1967e96,2f2744e21b2149eea247dfbe5381e9af1cb4ee35,frank,US,,League of Legends
2015-01-01 17:12:14,d6acef24221ebb4d549aea0ddd6043029d482583,f88bdde8d721de7d950a9821b9a93aca2d5b83a7,helen,US,iphone_t,Hearthstone: Heroes of Warcraft
2015-01-01 18:38:41,0928694d97d65a1d4e2858fe7f7d390715db0686,5e0a678f80d11c1f62a682a6619c8a422b66540a,newman,US,iphone_t,The Binding of Isaac: Rebirth
2015-01-01 21:30:53,345b198469713f0c1aae6107748f5fcbc78c3a43,287ee5d78037b999b7ee0f494c63a2aa388619c4,kramer,GB,,Agar.io
2015-01-01 17:26:50,4e8c6b1ce3b6540ba127fb0d33d00ebe853b8b26,853f77ebbc291c80fd8f2ac6e27962e61c94a1cb,jerry,RU,,Dota 2
2015-01-01 09:09:12,becfd486680acfeb654a9a52acde086ac6097173,448f5044f8d027b426b15f848b7ae570930236c4,elaine,TW,,Gaming Talk Shows
2015-01-01 11:54:30,08af031f001f1d1b43c57e96b49c3cf5e69fee69,4d97e8031a3fcbce8cf3f95ec3445f98254e9a87,estelle,ME,,Dota 2
2015-01-01 16:12:26,310b93b92e82bff5c6a09734b44190ba7648415c,4c135233fcc5ac61615340c38bf93bbf8cf75ac1,frank,US,,League of Legends
2015-01-01 21:00:16,b753d23aedbea33498e55e7d0f002984c918a8ae,5a5e98f82be60c342aea938875d008ecff428e7d,george,CA,,DayZ
2015-01-01 15:38:18,f2c8c938cd0c235529a50418c70aa90ade6eb8a9,a131f83b5a8ae6acc7abbb06ea8ee7fadce85ec7,kramer,GB,iphone_t,Grand Theft Auto V
2015-01-01 19:17:05,70e2b95b5ac0d4c227e46966658d16b3e044996e,5c2f5c1f19a7738e16ed0be551d865e8a8fce71d,jerry,BY,,Dota 2
2015-01-01 12:26:46,3a922c62cd93c633e0d0c5f1075889779cbec84b,333a95659aafefd0963366cbb3366da49dcedaf8,kramer,BA,,Counter-Strike: Global Offensive
2015-01-01 15:30:26,fc6e1ffb3ddbae4624be3566cdf361e547924776,e319db27c29ffbe3eb971474e86ccc2077c2de76,kramer,TR,,Agar.io
2015-01-01 21:52:08,d7dd2957ad6853968ba34de162bffd916e5b684b,7d0e1e5dc5b49cf59e53702481641a52f674c0f2,newman,US,android,The Binding of Isaac: Rebirth
2015-01-01 23:07:06,c4d10f1d2d5161e2155cb122e5cd4858dcfc2c0a,a96dea924a64af975e10973a4b86ae8076c534c9,george,CA,,DayZ
2015-01-01 21:47:49,b67e6864fd1aedc99582e1114bfa9fb0cba44ebe,15d6dc9d9c8aa3261eb64bb12e82688adb154a57,george,US,iphone_t,DayZ
2015-01-01 11:57:38,7c07204aed5f81638dceac52a8511a8ac922bf4b,5117bc2a7e8c36e5e1b2f8d03fa1cb5cbc824fd5,kramer,NO,,Counter-Strike: Global Offensive
2015-01-01 03:05:45,9dd318b6530ab19621a2a7f7e5bbf8f269dec2b8,8598ce66063355325eef8f000a694a04133d3be9,frank,US,,League of Legends
2015-01-01 11:23:23,6952d194300a098e3f8f19c41e42076a8cf74a71,5581499aa163ac5ed31984902332317fec17ce99,morty,US,,Heroes of the Storm
2015-01-01 15:23:32,4f5041ad77bb0b1d5f1b6732a4e874033ea68ace,f97d8fb05786796339534c223bd972ceaea38318,helen,DE,,Hearthstone: Heroes of Warcraft
2015-01-01 17:55:45,797cb2539b847a7f61ea0f42f6d41e20b76fab99,7dea7e5220e2b0bf62758f21137231ac3d11ece6,frank,US,,League of Legends
2015-01-01 03:29:28,45b7a6bd578e0c97b8cdbe9b9cd75b8563604eeb,15f6041b73d84d20eda7f40e5e701559e4d5af9f,frank,TR,,League of Legends
2015-01-01 13:57:20,5c6838ccfe43dcf8830f2ce203854a0b70e96f06,691ffefdb81c901b953927546685f71a6b0e8ae3,elaine,TW,,Gaming Talk Shows
2015-01-01 16:37:22,7bd8424ae914a68f35e6f8aeed89458cf070e476,0cbbbc277a68a4da59abe67bf56e5a5fe7cf4564,helen,US,android,Hearthstone: Heroes of Warcraft
2015-01-01 18:34:19,53cdb29fb9027a72833f85cc4cc2d014445d167c,8635a5643b55be8f6bd864e15b120d71a15de22d,frank,US,,League of Legends
2015-01-01 18:53:46,ee233ce824c4137c2f92dd634153b20ec28dc3ed,a8393e4210a6d7f3f207d9b2483d74ef11a8841d,helen,DK,ipad_t,Hearthstone: Heroes of Warcraft
2015-01-01 18:39:32,784434e3ca3ece2261aece713167065fc1967e96,2f2744e21b2149eea247dfbe5381e9af1cb4ee35,frank,US,,League of Legends
2015-01-01 12:45:18,2b6d76c1857a7011a9ee69ff81e28c0dac7cb703,1946a5f6463c20327104bccf44290d580afcf62b,estelle,AT,,Dota 2
2015-01-01 12:19:59,a82573e9af66b29a392e1ed39834a81cd5fc75e6,0305d91f74711b1cc52703bc7af700b3d990e232,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 18:31:12,44b523b5cdc8aefa8254d2c0a6c685f07f13dc0b,3bad16ecbde0b57b4bae56660f5509e019eee280,frank,CA,,League of Legends
2015-01-01 13:16:58,522528a9d20bab2ee6e099eb11ee40395cc9d930,dce3c955c76c9d7d789a5b558ddf0cd1a8b53aa5,estelle,IQ,,Dota 2
2015-01-01 01:21:51,a4a8bb6e39124955a4cfbe191a5c1620929011cc,9d0ae69d49574610b1f49a4b87c6f8bd8985fc5d,george,US,iphone_t,ARK: Survival Evolved
2015-01-01 21:51:13,78df9a36601219e90dc607f415649e8e5e6dc6e5,0a0cbee5f355ba2d076a862fb663228e9747288b,george,US,iphone_t,DayZ
2015-01-01 16:15:56,797cb2539b847a7f61ea0f42f6d41e20b76fab99,7dea7e5220e2b0bf62758f21137231ac3d11ece6,frank,US,,League of Legends
2015-01-01 04:15:23,4b9ffe4e2ca2d219845edaea7ea60688c5eb240d,940c1567d928b0e012de7fc25e1ac04db3f96518,frank,US,iphone_t,League of Legends
2015-01-01 13:18:41,1f464e429f6f72cc7d243be7b56512e3d39fbf9e,1ee88a57a9612713d055ea9953cc417b86899951,estelle,MY,,Dota 2
2015-01-01 12:31:30,c01598d8bfdcee24b68c59ab1168384f29c9086b,3b95358a073b34ea8a4c62126ab2ef7f448f3e72,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 02:03:39,052b889577adbfa825fbf1b28ff489c614e7ff22,82ef3d88b8db0d653791d654db6dcb1d1aef4531,elaine,TW,,Gaming Talk Shows
2015-01-01 21:34:27,5749e13db021e201d36d83c8873844fcaba0f955,abd69679a59e6d05888262bfb7809556fc29cdb5,george,US,ipad_t,DayZ
2015-01-01 05:15:41,6599d3d46d2394e82f442363a90bd35937020c34,6a5b7f7fde7d5230863aac4d3fff8f54f05f5403,frank,GB,,League of Legends
2015-01-01 23:56:18,28999f2fd0e91f1d39e32f0631513c363f3bdbbb,13eaebc94160a43aff608ff978268ee232788d9b,frank,CA,,League of Legends
2015-01-01 15:26:12,2633eb8fd904ab4dd1cb58726eabfc06869400f2,7b2879dfb21e4caae63da9acc522ba0723e34d21,kramer,US,android,Agar.io
2015-01-01 22:41:23,8bc83bfa261443d558ed9d2719104d7c0346cf90,2308c50d626165da6306bd01f86eb6a9887620ea,george,IE,iphone_t,DayZ
2015-01-01 10:31:40,03c85ad6f1785e4a09c95995fa1765b87c302f00,03d0b8a682064943a885992d0cd1e69e104fc146,susan,RU,,World of Tanks
2015-01-01 14:09:33,ffcf5954924a329bce4f032c8dd70afca170a204,6e95569a6c1faba1bd35527ab15e428dcef9d983,newman,US,ipad_t,The Binding of Isaac: Rebirth
2015-01-01 15:00:47,f0591cc1b6096b28e8a27cedfa5800d2af029f16,d50f88bb3201caf1657b4ab943c3492ab2a2939d,kramer,FI,,Agar.io
2015-01-01 06:09:18,e3dc0699267ad36462b88d1be79c62338dc1825e,942d08d4204d85709b0ebe06593ae4022b81a5f0,elaine,TW,,Devil May Cry 4: Special Edition
2015-01-01 17:34:51,6246853a2ff5daa531a9cd309d4f1ce9d4a25b7a,f3012da279796e39587701bb399ed010f487e258,frank,BA,android,League of Legends
2015-01-01 18:41:48,32113da73897054b8e71c39fa2bce69ed3eee4cc,b7839a1cde64365847b8b7406c45725f1e9cefb1,morty,DE,,Heroes of the Storm
2015-01-01 14:50:43,e7c8539cb79f80af754e71e33dd07276fd041fd7,968e68ca6d81fdf3af14aadedd8940bad6ad64dc,morty,US,,Heroes of the Storm
2015-01-01 04:01:07,40a138c9d4df8a891f0eacbc756c7c939953a1b5,a015570ce9f117afa74ba880cdc5e4ca7c48e243,frank,DE,,League of Legends
2015-01-01 03:02:22,bd683d945ff0262ba6afeeb614295c037fdde49c,1da4e1e37afecf7f17d5ab359dd93c220177ed0d,frank,US,,League of Legends
2015-01-01 15:29:42,8f357bdc7644287d2f450a1dae4ad69e93e38bfb,b0f36412a72a6e8c2dc955963d118781ef382354,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 05:21:20,bd683d945ff0262ba6afeeb614295c037fdde49c,1da4e1e37afecf7f17d5ab359dd93c220177ed0d,frank,US,,League of Legends
2015-01-01 21:10:51,85ab3ea65dd5c3174016dd627682f53c6e2c9f7b,d049d2f66b0115ca4d89be869f421139a0cdc650,george,US,,DayZ
2015-01-01 17:35:07,7240bf9c583235408b216a69c8dae15beeb0a1d0,4761c6c262d8b13f72c17acc55b61424425741a4,frank,US,,League of Legends
2015-01-01 01:12:24,eb1cdeb8423598d3e50c236bea1eed0c2a38c4f0,19fce64164175d6074b0bdbf85a725fe7b41db84,frank,US,iphone_t,League of Legends
2015-01-01 18:21:15,8e741dac55291a3b4eff69e930c796e0582d8bea,ced0c3e01a563377d10a3a529ee7953f360d0924,helen,IT,,Hearthstone: Heroes of Warcraft
2015-01-01 03:29:24,2830cb9ee9c1bc1e50c684dfc58758d001e166ff,fe55ed29e0e878b2f43f66aebaf4247a5c8db71c,frank,NL,,League of Legends
2015-01-01 23:34:29,226524ef3a947ed34d44ac0bf32852ea5ff69488,89cd36b91b3e7d04a7ee4cefa09fd6a262c4168a,george,,ipad_t,DayZ
2015-01-01 18:40:37,7a2ebfd4984ff03d2b680bf04aa8f8d6100251c0,7aeafe4543f6a43224d9fdb854fb0d0ac1759811,jerry,RU,,Dota 2
2015-01-01 15:52:47,cfcf529aaa82341e00c91cee8cefec7bc1d23dbf,23337d625220438fa13ab439bc56e4d3ababf645,frank,US,,League of Legends
2015-01-01 12:43:50,5723b851798721163a430d108f2eccb995e6317d,f5d32ac3cdec84d3d1f6e084d93aebaddbd7783d,estelle,US,,Dota 2
